climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Y
29,-24,-0.51,0.14,-1,-20,4,-0.006,0.1,-0.0011,-0.0014,-0.0014,-0.0016,0.0003,0,0.0002,0,-0.0016,-1
101,-22,-0.12,0.17,-1.7,-21,3,0.019,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,-1
-109,14,-0.76,0.24,-0.5,-19,-6,0.021,0,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,-1
-62,5,-0.18,0.12,-0.7,-12,-5,0.007,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,-1
-116,4,-0.06,0.12,-0.9,-12,-5,0.012,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-141,-2,0.18,0.09,-0.8,-12,1,0.012,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
-111,-5,0.36,0.02,-0.4,-11,5,0.01,-0.2,-0.0011,-0.0009,-0.0009,-0.0009,-0.0003,0,-0.0002,0,-0.0009,-1
-101,-10,0.29,0.07,0.8,-10,-3,-0.005,-0.2,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,-1
-115,-12,0.14,0.02,1.1,-10,1,-0.017,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,-1
107,-14,-0.33,-0.06,0.7,-10,8,-0.013,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,-1
180,-11,-0.46,0.07,0.2,-11,2,-0.011,-0.9,-0.0014,-0.0014,-0.0014,-0.0015,0,0,0.0001,0,-0.0015,-1
186,-9,-0.5,0.07,-0.1,-11,1,-0.004,0.1,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0.0001,0,-0.0013,-1
186,-8,-0.49,0.11,-0.3,-11,-2,0.004,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,-0.0001,0,-0.0012,-1
-135,-5,0.12,0.17,-1.4,-12,-9,0.013,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
-211,-8,0.26,0.07,-1.2,-12,-4,0.011,0.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
-185,-14,0.41,-0.02,-0.7,-12,9,0.006,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
-102,-17,0.47,-0.1,-0.2,-11,9,0.004,0.8,-0.0011,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,-1
-82,-17,0.48,-0.08,0,-11,10,0.003,0.4,-0.0012,-0.0011,-0.0011,-0.0009,-0.0003,0,-0.0002,0,-0.0009,-1
212,-15,0.11,-0.1,0.8,-10,13,-0.018,-0.5,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,-1
199,-2,-0.54,0.12,0.1,-11,-6,-0.017,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,-1
193,11,0.2,0.07,-1.1,-12,0,0.021,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
113,16,0.52,0.13,-0.4,-11,-9,0.015,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
84,17,0.58,0.14,-0.2,-11,-8,0.014,0.1,-0.0009,-0.0007,-0.0007,-0.0006,-0.0003,0,-0.0002,0,-0.0006,-1
-62,17,0.46,0.15,0.9,-10,-9,-0.012,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,-1
-95,17,0.42,0.15,1,-10,-10,-0.012,-0.3,-0.0012,-0.0012,-0.0012,-0.0011,0,0,-0.0002,0,-0.0011,-1
-174,5,-0.46,0.08,1,-10,-4,-0.016,-0.2,-0.0013,-0.0013,-0.0013,-0.0014,0,0,0.0001,0,-0.0014,-1
-179,5,-0.48,0.07,0.9,-10,-4,-0.012,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,-1
-193,3,-0.5,0.09,0.6,-10,-3,0.008,0,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0002,0,-0.0008,-1
-231,-2,-0.3,0.17,0.2,-11,-8,0.023,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-218,-12,0.28,0.03,0.1,-11,2,0.019,-0.4,-0.0007,-0.0006,-0.0006,-0.0004,-0.0002,0,-0.0002,0,-0.0004,-1
-210,-15,0.35,0.07,0.5,-11,-2,0.005,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
-216,-18,0.38,-0.12,0.7,-10,1,0.002,1.4,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,-1
79,-22,0.27,-0.1,1.6,-9,11,-0.007,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
164,-20,0.2,0.05,1.8,-9,8,-0.014,-1.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,-1
117,-10,-0.2,0.07,1.7,-9,-4,-0.009,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-62,-6,-0.11,0.09,0.6,-10,-5,0.003,-0.1,-0.0009,-0.0009,-0.0009,-0.0008,0,0,-0.0002,0,-0.0008,-1
-136,-8,-0.13,0.11,0.5,-11,-7,-0.003,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-181,-13,-0.16,0.08,0.2,-11,-1,-0.002,-0.6,-0.0008,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,-1
-243,-20,0.08,0.09,0.1,-11,-5,0.013,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
-273,-24,0.18,-0.02,0.2,-11,-3,0.013,1.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
-191,-31,0.39,0,0.7,-10,6,0.01,-0.5,-0.0007,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,-1
-161,-33,0.4,0.03,0.9,-10,4,-0.005,-0.5,-0.0011,-0.001,-0.001,-0.0009,-0.0002,0,-0.0002,0,-0.0009,-1
-157,-35,0.28,0.17,1.2,-10,-5,-0.019,-1.8,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,-1
-148,-46,-0.48,0.03,0.9,-10,2,-0.019,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,-1
-128,-47,-0.61,-0.09,0.4,-11,4,-0.016,1.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,-1
-79,-50,-0.6,0.02,-0.7,-12,-2,0.01,0.8,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
-68,-51,-0.5,0.06,-1.2,-12,2,0.013,-0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0002,0,0,0,-0.0007,-1
-121,-55,0.14,0.11,-1.7,-13,-4,0.02,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-133,-57,0.35,-0.23,-1.5,-12,7,0.021,3.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
74,-57,0.27,-0.02,-0.7,-12,6,-0.012,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,-1
107,-53,0.06,0.06,-0.3,-11,0,-0.01,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,-1
-107,-52,-0.07,0.18,-0.4,-11,-12,-0.004,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-200,-56,0,0.03,-0.4,-11,4,0.007,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,-1
-205,-60,0.16,0.1,-0.4,-11,-5,0.015,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-227,-62,0.25,-0.01,-0.2,-11,-4,0.017,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-215,-65,0.35,-0.08,0,-11,5,0.016,1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-115,-67,0.49,-0.13,0.5,-11,14,0.013,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-32,-68,0.05,0.07,1.5,-10,-3,-0.031,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,-1
165,-68,-0.6,-0.1,0.8,-10,11,-0.023,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,-1
239,-66,-0.72,0.04,0.4,-11,13,-0.018,-0.6,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,-1
234,-59,-0.73,0.1,-0.9,-12,-5,0.011,0.1,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,-1
148,-53,-0.38,0.12,-1.8,-13,-8,0.027,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
22,-51,0.01,0.2,-2.1,-13,-15,0.027,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
20,-52,0.55,0.05,-1.5,-12,5,0.024,-1.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,-1
27,-52,0.59,0.03,-1.4,-12,4,0.023,-0.5,-0.0006,-0.0004,-0.0004,-0.0003,-0.0003,0,-0.0001,0,-0.0003,-1
91,-51,0.66,0.01,-0.5,-11,6,-0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
251,-46,0.4,-0.04,0.6,-10,11,-0.023,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,-1
264,-33,-0.35,0.09,0.7,-10,-4,-0.029,-0.4,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0,0,0,-0.0014,-1
216,-29,-0.58,0.18,0.2,-11,-9,-0.022,-1.3,-0.0011,-0.0012,-0.0012,-0.0013,0.0002,0,0.0001,0,-0.0013,-1
177,-28,-0.63,0.11,-0.1,-11,-11,-0.009,0.3,-0.0007,-0.0009,-0.0009,-0.0011,0.0001,0,0.0002,0,-0.0011,-1
-29,-24,-0.08,0.14,-1.3,-12,-8,0.018,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-88,-26,0.25,0.1,-1.1,-12,-3,0.016,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-64,-28,0.48,0.04,-0.5,-11,4,0.013,-0.7,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,-1
-48,-29,0.51,0.06,0.3,-11,-2,-0.004,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
283,-20,-0.12,-0.03,1.4,-10,6,-0.013,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
330,-11,-0.29,0.02,1.1,-10,1,-0.009,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
250,1,-0.43,0.11,0.3,-11,-6,-0.006,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,-1
-131,6,-0.16,0.16,-1.2,-12,-10,0.01,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,-1
-87,-6,0.41,0.04,-0.5,-11,2,0.008,-0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,-1
-81,-7,0.43,0.05,-0.3,-11,1,0.004,-0.2,-0.0008,-0.0008,-0.0008,-0.0007,0,0,-0.0002,0,-0.0007,-1
17,-9,0.01,0.03,1,-10,1,-0.018,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-95,-10,-0.4,0.11,0.5,-11,-7,-0.015,-0.2,-0.001,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,-1
-136,-11,-0.48,-0.03,0.1,-11,-3,-0.008,1.8,-0.0008,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,-1
159,-11,0.24,0.02,-1,-12,4,0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
183,-8,0.32,0.21,-0.8,-12,-1,0.008,-2.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,-1
46,-6,0.37,0.17,-0.3,-11,-10,-0.004,-0.2,-0.0011,-0.001,-0.001,-0.0008,-0.0002,0,-0.0003,0,-0.0008,-1
26,-5,0.34,0.21,-0.2,-11,-11,-0.015,-0.8,-0.0011,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0002,0,-0.001,-1
-97,-6,0.12,0.13,0.1,-11,-10,-0.025,0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,1
-4,-12,-0.57,-0.02,-0.8,-12,7,-0.016,-0.2,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,-1
26,-12,-0.62,-0.03,-1.1,-12,7,-0.011,-0.1,-0.0008,-0.0009,-0.0009,-0.0011,0.0001,0,0.0001,0,-0.0011,-1
90,-10,-0.33,0.05,-2.1,-13,4,0.019,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
4,-7,0.11,0.14,-2.3,-13,-9,0.022,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
26,-8,0.68,0.07,-0.5,-11,-2,0.002,-0.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,-1
-258,-16,-0.17,0.1,1.4,-10,-8,-0.021,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,1
-307,-21,-0.33,-0.12,1.2,-10,3,-0.014,3.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-125,-28,-0.52,-0.06,0.4,-11,11,-0.009,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-102,-28,-0.53,-0.07,0.3,-11,11,-0.009,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,1
-80,-28,-0.55,-0.07,0.2,-11,11,-0.008,-0.1,-0.0007,-0.0009,-0.0009,-0.0009,0.0001,0,0.0001,0,-0.0009,1
13,-29,-0.41,0,-0.7,-12,4,0.012,0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,-1
23,-29,-0.38,0.01,-0.8,-12,5,0.012,0.2,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0.0001,0,-0.0006,1
89,-27,0.14,0.02,-1,-12,4,0.031,0,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,0,-0.0001,0,-0.0002,-1
-3,-25,0.42,0.12,-0.4,-11,-8,0.008,0.2,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,-1
-75,-25,0.41,0.19,0,-11,-12,-0.009,-0.9,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
-203,-28,0.23,0.13,0.4,-11,-8,-0.02,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
-276,-32,0.03,0.04,0.6,-10,-5,-0.023,1.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,1
-262,-39,-0.29,-0.06,0.4,-11,9,-0.023,1.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,1
-243,-40,-0.33,-0.03,0.3,-11,9,-0.023,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0002,0,0.0001,0,-0.0011,1
-226,-40,-0.37,-0.02,0.3,-11,9,-0.018,-0.6,-0.0006,-0.0009,-0.0009,-0.0011,0.0002,0,0.0002,0,-0.0011,1
-198,-42,-0.36,-0.01,0.1,-11,6,0.007,-0.8,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0.0001,0,-0.0006,1
-96,-46,0.03,-0.01,-0.3,-11,7,0.024,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
39,-47,0.35,-0.06,0.1,-11,14,0.021,-0.4,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
166,-45,0.46,-0.04,0.7,-10,6,0.003,0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,1
244,-27,-0.4,0.04,1,-10,0,-0.018,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
218,-22,-0.59,0.11,0.4,-11,-8,-0.015,-0.6,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,-1
203,-21,-0.61,0.09,0.2,-11,-8,-0.014,0.3,-0.001,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,-1
190,-21,-0.64,0.08,0.1,-11,-7,-0.014,0.6,-0.0008,-0.001,-0.001,-0.001,0.0002,0,0.0001,0,-0.001,-1
147,-19,-0.64,0.22,-0.4,-11,-11,0.006,-1.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,-1
34,-18,-0.56,0.14,-0.8,-12,-15,0.015,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-334,-22,-0.17,0.26,-1.6,-12,-23,0.022,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-270,-36,0.28,-0.1,-1.5,-12,31,0.022,-3,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
121,-38,0.36,-0.13,-0.8,-12,18,-0.007,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
341,-32,0.29,-0.09,-0.4,-11,12,-0.005,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
405,-21,0.22,0.06,0.1,-11,-8,-0.005,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,-1
185,-8,0.19,0.12,0.6,-10,-10,0.004,0.2,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,-1
-175,-7,-0.44,0.21,0.5,-11,-18,-0.031,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,1
-278,-9,-0.61,0.05,0.1,-11,-17,-0.027,1.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,1
-311,-12,-0.7,-0.08,-0.4,-11,1,-0.003,2.3,-0.0008,-0.0008,-0.0008,-0.0009,0,0,0.0001,0,-0.0009,1
-201,-16,-0.63,0.02,-1,-12,10,0.012,-1.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,1
-116,-19,-0.41,0.01,-1.7,-13,5,0.022,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
-88,-21,-0.12,0.17,-2,-13,-8,0.025,-2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-110,-25,0.42,0.05,-1.6,-13,0,0.022,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-104,-27,0.54,-0.03,-1.4,-12,1,0.02,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-124,-31,0.13,0.08,0.4,-11,-6,-0.024,0.2,-0.001,-0.001,-0.001,-0.0011,0,0,0.0001,0,-0.0011,1
-146,-33,0.03,-0.09,0.5,-11,-3,-0.014,1.2,-0.0008,-0.0008,-0.0008,-0.0009,0,0,0.0001,0,-0.0009,1
17,-35,-0.2,-0.06,0.3,-11,9,-0.013,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
35,-35,-0.22,-0.05,0.3,-11,9,-0.013,0.3,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,1
213,-24,0.24,0.02,0.2,-11,2,0.01,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
174,-18,0.35,0.07,0.7,-10,-7,0.005,0.6,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,-1
-252,-19,-0.31,0.14,0.9,-10,-12,-0.017,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,1
84,-31,-0.32,-0.05,-0.8,-12,10,0.002,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
66,-26,-0.04,0.12,-1.3,-12,-6,0.013,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
74,-22,0.53,0.05,0.1,-11,0,0.008,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,1
-106,-22,-0.04,0.11,1,-10,-10,-0.027,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,1
-171,-26,-0.38,0.07,0.7,-10,-2,-0.019,-0.7,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,1
-173,-27,-0.41,0.07,0.6,-10,-3,-0.018,-0.6,-0.0009,-0.0009,-0.0009,-0.001,-0.0001,0,0.0001,0,-0.001,1
-198,-29,-0.48,0.11,0.2,-11,-7,-0.005,-0.8,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,-1
-247,-33,-0.39,0.21,-0.3,-11,-8,0.014,-1.6,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,1
-268,-49,0.33,0,-0.5,-11,5,0.028,0.2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,-1
-251,-53,0.52,0.4,0,-11,-10,-0.003,-4.9,-0.0008,-0.0008,-0.0008,-0.0007,0,0,-0.0003,0,-0.0007,1
-529,-66,0.18,0.16,0.7,-10,-7,-0.022,-1.8,-0.0011,-0.0011,-0.0011,-0.001,0,0,-0.0002,0,-0.001,1
-585,-72,0.03,-0.04,0.7,-10,-10,-0.025,1.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,-0.0002,0,-0.0011,1
-250,-88,-0.32,-0.19,0.4,-11,29,-0.01,-0.8,-0.0007,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,1
-194,-88,-0.34,-0.19,0.3,-11,27,-0.01,-0.8,-0.0005,-0.0007,-0.0007,-0.0009,0.0002,0,0.0001,0,-0.0009,1
-141,-89,-0.35,-0.16,0.2,-11,26,-0.003,-0.7,-0.0004,-0.0005,-0.0005,-0.0007,0.0002,0,0.0002,0,-0.0007,1
210,-88,0.04,-0.17,-0.1,-11,22,0.027,0.2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,1
409,-81,0.19,0.01,0.1,-11,6,-0.004,-1.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
330,-64,-0.01,0.11,0.4,-11,-7,-0.009,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,-1
170,-58,-0.13,0.25,0.3,-11,-23,-0.01,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
333,-44,-0.08,-0.02,-0.6,-11,7,0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
398,-30,-0.02,0.05,-0.7,-12,2,0.002,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
184,-13,0.3,0.13,-0.3,-11,-10,0.01,0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
-92,-11,0.05,0.11,0.6,-10,-9,-0.01,0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,1
-107,-11,0.03,0.11,0.6,-10,-8,-0.01,0,-0.0008,-0.0009,-0.0009,-0.0008,0,0,-0.0002,0,-0.0008,1
-97,-13,-0.15,0.04,0.5,-10,5,-0.016,-1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-70,-14,-0.26,-0.1,0.4,-11,6,-0.014,2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-30,-15,-0.3,-0.06,0.3,-11,11,-0.013,0.5,-0.0006,-0.0007,-0.0007,-0.0009,0.0001,0,0.0002,0,-0.0009,1
-7,-15,-0.31,-0.07,0.2,-11,11,-0.002,-0.3,-0.0006,-0.0006,-0.0006,-0.0007,0,0,0.0001,0,-0.0007,1
449,2,0.35,-0.05,0.3,-11,10,0.012,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
563,14,0.39,-0.03,0.8,-10,6,-0.002,0,-0.0008,-0.0007,-0.0007,-0.0006,-0.0003,0,-0.0002,0,-0.0006,1
702,32,0.16,-0.04,1.4,-10,9,-0.015,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
620,54,-0.18,0.1,1.4,-10,-10,-0.02,1.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,-1
129,71,-0.53,0.25,0.4,-11,-23,-0.012,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,1
-369,59,-0.03,0.14,-1.2,-12,-10,0.015,0,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,1
-420,43,0.48,0.06,-0.6,-12,-2,0.017,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-474,30,0.39,0.07,0.4,-11,-5,-0.023,0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,1
74,6,-0.34,-0.1,0.4,-11,14,-0.013,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,1
142,10,-0.29,0.05,-0.1,-11,-6,0.016,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-181,10,0.28,0.17,0.1,-11,-11,0.001,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-137,-3,0.13,-0.01,0.8,-10,5,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-3,-6,0.01,-0.05,0.9,-10,11,-0.009,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
19,-3,-0.24,0.05,0.3,-11,-2,-0.004,0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
-102,-6,0.34,0.11,0.6,-10,-5,-0.002,-0.6,-0.0008,-0.0008,-0.0008,-0.0006,0,0,-0.0003,0,-0.0006,1
-203,-9,0.16,0.13,0.9,-10,-11,-0.019,0,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,1
-299,-15,-0.14,0.09,0.9,-10,-4,-0.021,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,1
