ID,Avg_Annotation,Weighted_Avg_Annotation,Weighted_Avg_Annotation_Good,Weighted_R_HIT,A1,A1_R,A1_R_Good,A2,A2_R,A2_R_Good,A3,A3_R,A3_R_Good,A4,A4_R,A4_R_Good,A5,A5_R,A5_R_Good,A1xR,A1xR_R,A2xR,A2xR_R,A3xR,A3xR_R,A4xR,A4xR_R,A5xR,A5xR_R,True_Label
270__rock_5__rollers_9,2.0,2.2237824630969159,2.1617970564164102,0.19999350583443601,3,0.26410126616238655,0.41748721141828848,3,0.31631978673876959,0.42388474976290363,2,0.18963703772855545,0.31217722403624681,1,0.14136161161509794,0.37144125890414881,1,0.19210905736278586,0.19210905736278586,3,0.31631978673876959,3,0.26410126616238655,1,0.19210905736278586,2,0.18963703772855545,1,0.14136161161509794,0
388__users_13__bogged_17,1.0,0.96636638658193308,1.0785379966373139,0.13167626178543779,2,0.19256457991767112,0.34510174917708042,2,0.3042946828822814,0.47892390824276232,1,0.34571925851011442,0.72747568937254503,0,0.22715754272185384,0.22715754272185384,0,0.31631978673876959,0.42388474976290363,1,0.34571925851011442,0,0.31631978673876959,2,0.3042946828822814,0,0.22715754272185384,2,0.19256457991767112,1
6006__light_5__comes_3,1.8,1.8714434786070833,1.7580210004750776,0.27063272265653537,3,0.32673838099624686,0.32673838099624686,2,0.18339841498136245,0.48043565055296494,2,0.31631978673876959,0.42388474976290363,1,0.19256457991767112,0.34510174917708042,1,0.3042946828822814,0.47892390824276232,3,0.32673838099624686,2,0.31631978673876959,1,0.3042946828822814,1,0.19256457991767112,2,0.18339841498136245,1
7891__hair_31__flowers_29,2.6,2.7424169671124385,2.7082799236409398,0.40708976981778738,3,0.26410126616238655,0.41748721141828848,3,0.28433193371019749,0.53492269749055232,3,0.31631978673876959,0.42388474976290363,3,0.43784752846174901,0.6445823309769253,1,0.19256457991767112,0.34510174917708042,3,0.43784752846174901,3,0.31631978673876959,3,0.28433193371019749,3,0.26410126616238655,1,0.19256457991767112,2
7688__particles_3__close_6,0.6,0.66001244608182075,0.69463775010030526,0.25587075717781604,1,0.19969481067962069,0.42998589221713696,1,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,0,0.17317902099656282,0.15676487478447901,0,0.24938110998501761,0.42913064046979349,1,0.31631978673876959,1,0.3042946828822814,0,0.24938110998501761,1,0.19969481067962069,0,0.17317902099656282,0
7656__engineering_22__applications_23,0.8,0.64782915052148315,0.70659982707672586,0.27669854922865111,1,-0.18180772224896719,-0.053681666779438461,1,0.26410126616238655,0.41748721141828848,1,0.31631978673876959,0.42388474976290363,1,0.32991455345437587,0.44625018163309388,0,0.39604004174259089,0.51236688033655531,0,0.39604004174259089,1,0.32991455345437587,1,0.31631978673876959,1,0.26410126616238655,1,-0.18180772224896719,0
7__commentators_16__faced_11,0.4,0.27839892150501211,0.31130977309517899,0.50629630696121963,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,0,0.28433193371019749,0.53492269749055232,0,0.35576470695968626,0.45163012989672102,0,0.54356659071681945,0.70047279691577991,0,0.54356659071681945,0,0.35576470695968626,0,0.28433193371019749,1,0.26410126616238655,1,0.19256457991767112,0
415__regime_7__reluctance_14,0.2,0.11739387087806664,0.14088001896485716,0.50629630696121963,1,0.19256457991767112,0.34510174917708042,0,0.26410126616238655,0.41748721141828848,0,0.28433193371019749,0.53492269749055232,0,0.35576470695968626,0.45163012989672102,0,0.54356659071681945,0.70047279691577991,0,0.54356659071681945,0,0.35576470695968626,0,0.28433193371019749,0,0.26410126616238655,1,0.19256457991767112,0
7904__voices_2__played_3,1.8,1.8839021452921187,1.8750525332341539,0.3197116785322372,3,0.32991455345437587,0.44625018163309388,2,0.32292272340384215,0.50388606280427406,2,0.36988094784402631,0.48013018175068017,1,0.19125896245035712,0.29031048383720126,1,0.31631978673876959,0.42388474976290363,2,0.36988094784402631,3,0.32991455345437587,2,0.32292272340384215,1,0.31631978673876959,1,0.19125896245035712,2
10677__tablets_14__bloody_13,1.2,1.1108434551720501,1.1365728547164915,0.3743694444947066,3,0.32991455345437587,0.44625018163309388,1,0.26410126616238655,0.41748721141828848,1,0.32036874223355238,0.56425345863588772,1,0.43316752880829851,0.47918312366446753,0,0.45952629488803132,0.55608592655422584,0,0.45952629488803132,1,0.43316752880829851,3,0.32991455345437587,1,0.32036874223355238,1,0.26410126616238655,1
7928__soil_18__stretch_10,0.2,0.18236363697830249,0.11875459888980786,0.37129460526817126,1,0.25876203863362002,0.25876203863362002,0,0.19256457991767112,0.34510174917708042,0,0.27634790246441848,0.33501423753884496,0,0.34554062494872229,0.51261064583900906,0,0.34571925851011442,0.72747568937254503,0,0.34571925851011442,0,0.34554062494872229,0,0.27634790246441848,1,0.25876203863362002,0,0.19256457991767112,0
7761__past_39__closely_34,0.6,0.61906783945512456,0.61491321549662126,0.21533760703371119,1,0.17317902099656282,0.15676487478447901,1,0.29983314369699343,0.29983314369699343,1,0.3042946828822814,0.47892390824276232,0,0.16198187582862342,0.16198187582862342,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,1,0.3042946828822814,1,0.29983314369699343,1,0.17317902099656282,0,0.16198187582862342,0
1142__market_19__lost_10,0.2,0.12832025764461372,0.23590038553771872,0.26884986763241753,1,0.14136161161509794,0.37144125890414881,0,0.14606876249978956,0.14606876249978956,0,0.23377986807223944,0.21568627450980388,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,0,0.26410126616238655,0,0.23377986807223944,0,0.14606876249978956,1,0.14136161161509794,0
434__opportunity_16__overcome_18,0.8,0.7396865740231382,0.73453121891779449,0.094354837854459278,1,0.094271634377138369,0.094271634377138369,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,1,0.33319294735731486,0.6201736729460422,0,0.31114667854926403,0.53381868138795585,1,0.33319294735731486,0,0.31114667854926403,1,0.26410126616238655,1,0.19256457991767112,1,0.094271634377138369,1
214__rebuilding_18__machine_21,1.0,0.95575743519825462,0.95749475687125229,0.3149492055396948,3,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,1,0.45488141315830999,0.54150014090247711,0,0.31114667854926403,0.53381868138795585,0,0.37539996800266995,0.53066601246729683,1,0.45488141315830999,0,0.37539996800266995,1,0.31631978673876959,0,0.31114667854926403,3,0.3042946828822814,0
14943__sound_5__leave_3,2.2,1.9834916063980677,1.9560444279699127,0.023421072591265291,3,0.063946127521113019,0.063946127521113019,3,0.085678705060346638,0.085678705060346638,3,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,0.42388474976290363,0,0.2146608446415654,0.3121973438933367,2,0.31631978673876959,3,0.26410126616238655,0,0.2146608446415654,3,0.085678705060346638,3,0.063946127521113019,1
12433__add_4__add_2,0.0,0.0,0.0,0.40752034974617907,0,0.14136161161509794,0.37144125890414881,0,0.15516244568554596,0.00076707456600455526,0,0.19256457991767112,0.34510174917708042,0,0.3042946828822814,0.47892390824276232,0,0.36947596597989285,0.36947596597989285,0,0.36947596597989285,0,0.3042946828822814,0,0.19256457991767112,0,0.15516244568554596,0,0.14136161161509794,0
303__conviction_14__strong_17,1.2,1.1588127638346963,1.1996481210500858,0.40542533483732529,2,0.26410126616238655,0.41748721141828848,1,0.2977242155842651,0.34283343986231779,1,0.31671733188367246,0.46146739812371634,1,0.32991455345437587,0.44625018163309388,1,0.45451517860616097,0.42307692307692324,1,0.45451517860616097,1,0.32991455345437587,1,0.31671733188367246,1,0.2977242155842651,2,0.26410126616238655,1
7606__current_19__played_16,1.0,0.88273361526192529,0.82167361625633817,0.22835934264343341,2,0.14281762318246705,0.14281762318246705,1,0.14136161161509794,0.37144125890414881,1,0.18963703772855545,0.31217722403624681,1,0.2963400045180779,0.2963400045180779,0,0.26410126616238655,0.41748721141828848,1,0.2963400045180779,0,0.26410126616238655,1,0.18963703772855545,2,0.14281762318246705,1,0.14136161161509794,2
7766__notation_52__washed_49,2.0,2.1676275008546204,2.0577385431703377,0.099336753339924228,3,0.3042946828822814,0.47892390824276232,2,0.12828042081860752,0.37025947968628925,2,0.19256457991767112,0.34510174917708042,2,0.20549357694720016,0.2958143259563748,1,0.14136161161509794,0.37144125890414881,3,0.3042946828822814,2,0.20549357694720016,2,0.19256457991767112,1,0.14136161161509794,2,0.12828042081860752,3
227__departments_3__born_5,2.0,2.0,2.0,0.34578868132501245,2,0.19256457991767112,0.34510174917708042,2,0.19643540235111462,0.22730663638601023,2,0.26410126616238655,0.41748721141828848,2,0.29952411634592863,0.53615287220500785,2,0.31631978673876959,0.42388474976290363,2,0.31631978673876959,2,0.29952411634592863,2,0.26410126616238655,2,0.19643540235111462,2,0.19256457991767112,1
12422__equals_4__add_2,0.6,0.26419020354167,0.15541253135171579,0.27425144644809124,3,0.081475361673534558,0.081475361673534558,0,0.14136161161509794,0.37144125890414881,0,0.19256457991767112,0.34510174917708042,0,0.20549357694720016,0.2958143259563748,0,0.3042946828822814,0.47892390824276232,0,0.3042946828822814,0,0.20549357694720016,0,0.19256457991767112,0,0.14136161161509794,3,0.081475361673534558,0
3046__error_20__fall_16,1.2,1.1834167764783046,0.93816042185942239,0.13408032765710551,3,0.14606876249978956,0.14606876249978956,1,0.14681814252767397,0.14681814252767397,1,0.18809659879284024,0.18809659879284024,1,0.19969481067962069,0.42998589221713696,0,0.14136161161509794,0.37144125890414881,1,0.19969481067962069,1,0.18809659879284024,1,0.14681814252767397,3,0.14606876249978956,0,0.14136161161509794,1
10603__time_10__gone_7,0.8,0.67657142334023035,0.71381887623161833,0.24111270211980326,2,0.19125896245035712,0.29031048383720126,1,0.32292272340384215,0.50388606280427406,1,0.32991455345437587,0.44625018163309388,0,0.31631978673876959,0.42388474976290363,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.32991455345437587,1,0.32292272340384215,0,0.31631978673876959,2,0.19125896245035712,1
2391__political_10__dynamite_11,2.0,2.1062910976129827,2.2683517548686702,0.31795847975318314,3,0.19256457991767112,0.34510174917708042,3,0.3042946828822814,0.47892390824276232,3,0.31631978673876959,0.42388474976290363,1,0.20549357694720016,0.2958143259563748,0,0.23710380848117529,0.23710380848117529,3,0.31631978673876959,3,0.3042946828822814,0,0.23710380848117529,1,0.20549357694720016,3,0.19256457991767112,3
7900__patches_13__warmth_15,2.2,2.5401445499386153,2.7409161002561979,0.41803901575670249,3,0.26410126616238655,0.41748721141828848,3,0.39781289950356152,0.68083031009651807,3,0.45588224747225409,0.68083031009651807,2,0.31114667854926403,0.53381868138795585,0,0.13619720578466407,0.023872931670766817,3,0.45588224747225409,3,0.39781289950356152,2,0.31114667854926403,3,0.26410126616238655,0,0.13619720578466407,1
214__Labour_9__contemplate_4,0.6,0.28273552547573311,0.4037412314149626,0.26768998493708313,3,0.11946464412686761,0.24182541670333715,0,0.19643540235111462,0.22730663638601023,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.37644628009115622,0.37644628009115622,0,0.37644628009115622,0,0.31114667854926403,0,0.26410126616238655,0,0.19643540235111462,3,0.11946464412686761,0
7797__attention_11__scanning_10,2.6,2.6322080868572044,2.6471567178875208,0.56241714092532591,3,0.26410126616238655,0.41748721141828848,3,0.31631978673876959,0.42388474976290363,3,0.35046375566883575,0.68366481886037533,3,0.6025752328965146,0.86795215232309608,1,0.34554062494872229,0.51261064583900906,3,0.6025752328965146,3,0.35046375566883575,1,0.34554062494872229,3,0.31631978673876959,3,0.26410126616238655,3
6041__liquor_31__taste_29,0.8,0.99191193421421353,0.93397931735739748,0.33311329345208418,1,0.19256457991767112,0.34510174917708042,1,0.29952411634592863,0.53615287220500785,1,0.31631978673876959,0.42388474976290363,1,0.39032120970060813,0.39032120970060813,0,0.0097744610983413124,0.1198479054737102,1,0.39032120970060813,1,0.31631978673876959,1,0.29952411634592863,1,0.19256457991767112,0,0.0097744610983413124,0
7710__leading_37__weaker_33,0.6,0.51335705347441529,0.59674954319699214,0.35459737385237333,2,0.19500279801165657,0.37966319830099948,1,0.32991455345437587,0.44625018163309388,0,0.19125896245035712,0.29031048383720126,0,0.31631978673876959,0.42388474976290363,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.32991455345437587,0,0.31631978673876959,2,0.19500279801165657,0,0.19125896245035712,0
12519__yeah_1__divisions_3,0.2,0.27016058804237364,0.30595236876037113,0.18813027888499262,1,0.21941776691706522,0.37596043085676495,0,-0.080026753713099419,-0.080026753713099419,0,0.16389995817465289,0.16389995817465289,0,0.19256457991767112,0.34510174917708042,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,1,0.21941776691706522,0,0.19256457991767112,0,0.16389995817465289,0,-0.080026753713099419,0
5968__catch_19__dropped_9,1.4,1.4354919698228006,1.4534945504241981,0.24111270211980326,3,0.32991455345437587,0.44625018163309388,2,0.32292272340384215,0.50388606280427406,1,0.19125896245035712,0.29031048383720126,1,0.36988094784402631,0.48013018175068017,0,0.31631978673876959,0.42388474976290363,1,0.36988094784402631,3,0.32991455345437587,2,0.32292272340384215,0,0.31631978673876959,1,0.19125896245035712,0
7683__electric_19__force_12,1.8,1.7795449233609215,1.8570949882866203,0.086198949471858521,3,0.26410126616238655,0.41748721141828848,2,0.19125896245035712,0.29031048383720126,2,0.25828237078181598,0.25828237078181598,1,0.22428715902631566,0.22428715902631566,1,0.31631978673876959,0.42388474976290363,1,0.31631978673876959,3,0.26410126616238655,2,0.25828237078181598,1,0.22428715902631566,2,0.19125896245035712,0
7678__electron_6__charge_8,0.4,0.42660822572113377,0.44306515814846975,0.1248357086627329,1,0.32292272340384215,0.50388606280427406,1,0.32991455345437587,0.44625018163309388,0,0.19125896245035712,0.29031048383720126,0,0.31631978673876959,0.42388474976290363,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.32991455345437587,1,0.32292272340384215,0,0.31631978673876959,0,0.19125896245035712,0
21__fairly_19__hefty_20,1.4,1.5667833353027056,1.4570027581509766,0.21117173159124869,3,0.26410126616238655,0.41748721141828848,3,0.31631978673876959,0.42388474976290363,1,0.20549357694720016,0.2958143259563748,0,0.086722575128378318,0.31811583810244842,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,3,0.31631978673876959,3,0.26410126616238655,1,0.20549357694720016,0,0.086722575128378318,1
212__act_15__system_24,0.4,0.42375072090763533,0.31998568692130935,0.42004556174469776,1,0.3042946828822814,0.47892390824276232,1,0.42709477417501041,0.12296734420949117,0,0.31114667854926403,0.53381868138795585,0,0.31631978673876959,0.42388474976290363,0,0.3671339603166377,0.32139961412080392,1,0.42709477417501041,0,0.3671339603166377,0,0.31631978673876959,0,0.31114667854926403,1,0.3042946828822814,0
7687__electric_9__forces_12,0.4,0.39887608023571447,0.40370545434402061,0.24290339094413538,1,0.26410126616238655,0.41748721141828848,1,0.31631978673876959,0.42388474976290363,0,0.2146608446415654,0.3121973438933367,0,0.3042946828822814,0.47892390824276232,0,0.35576470695968626,0.45163012989672102,0,0.35576470695968626,1,0.31631978673876959,0,0.3042946828822814,1,0.26410126616238655,0,0.2146608446415654,1
7642__obtained_29__form_25,0.4,0.46862302669169048,0.4866970236953973,0.17859326274801257,1,0.15264774234659481,0.29385662277802466,1,0.35576470695968626,0.45163012989672102,0,0.10758216921849159,0.10612380994058944,0,0.19256457991767112,0.34510174917708042,0,0.27634790246441848,0.33501423753884496,1,0.35576470695968626,0,0.27634790246441848,0,0.19256457991767112,1,0.15264774234659481,0,0.10758216921849159,0
58__society_11__power_9,1.0,1.0,1.0,0.074047901476029465,1,0.066072019027979073,-0.10275013278575254,1,0.099862150329496635,0.099862150329496635,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,1,0.31631978673876959,0.42388474976290363,1,0.31631978673876959,1,0.26410126616238655,1,0.19256457991767112,1,0.099862150329496635,1,0.066072019027979073,0
1815__invitation_5__dodged_2,0.8,1.0654705507832225,1.0400124238386539,0.18813027888499262,2,0.19256457991767112,0.34510174917708042,1,0.16389995817465289,0.16389995817465289,1,0.31631978673876959,0.42388474976290363,0,-0.080026753713099419,-0.080026753713099419,0,0.21941776691706522,0.37596043085676495,1,0.31631978673876959,0,0.21941776691706522,2,0.19256457991767112,1,0.16389995817465289,0,-0.080026753713099419,1
7673__consider_7__section_4,0.6,0.66493156958131394,0.76885131567506759,0.09220867229416356,2,0.19256457991767112,0.34510174917708042,1,0.13707530118181802,0.55618651039326206,0,-0.080026753713099419,-0.080026753713099419,0,0.21941776691706522,0.37596043085676495,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,0,0.21941776691706522,2,0.19256457991767112,1,0.13707530118181802,0,-0.080026753713099419,0
270__rollers_9__Pint-sized_4,1.6,1.8194354473527605,1.9159839676473678,0.270792953023895,3,0.26410126616238655,0.41748721141828848,3,0.28433193371019749,0.53492269749055232,2,0.35576470695968626,0.45163012989672102,0,0.1786041246446507,0.57894736842105299,0,0.21256077843549437,-0.020293538165976927,2,0.35576470695968626,3,0.28433193371019749,3,0.26410126616238655,0,0.21256077843549437,0,0.1786041246446507,0
2201__cup_6__boots_9,1.6,1.6706077594757642,1.8403976423456001,0.20886991686115022,3,0.21629676075973656,0.62116168324736021,3,0.32991455345437587,0.44625018163309388,2,0.36988094784402631,0.48013018175068017,0,0.19125896245035712,0.29031048383720126,0,0.31631978673876959,0.42388474976290363,2,0.36988094784402631,3,0.32991455345437587,0,0.31631978673876959,3,0.21629676075973656,0,0.19125896245035712,0
7721__moved_8__carriers_7,1.6,1.7524619203564504,1.5810388478273887,0.12593453630357318,3,0.11791340323362551,0.11791340323362551,3,0.27717177015654265,0.27717177015654265,1,0.18963703772855545,0.31217722403624681,1,0.26410126616238655,0.41748721141828848,0,0.086428698542530963,0.086428698542530963,3,0.27717177015654265,1,0.26410126616238655,1,0.18963703772855545,3,0.11791340323362551,0,0.086428698542530963,0
7649__usually_14__remains_15,0.8,0.80983241605706957,0.7739106067554784,0.40708976981778738,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,1,0.31631978673876959,0.42388474976290363,1,0.43784752846174901,0.6445823309769253,0,0.28433193371019749,0.53492269749055232,1,0.43784752846174901,1,0.31631978673876959,0,0.28433193371019749,1,0.26410126616238655,1,0.19256457991767112,0
10605__arteries_12__bloody_11,1.2,1.306195563640745,1.2808116790898818,0.32377020379702792,3,0.32991455345437587,0.44625018163309388,1,0.31631978673876959,0.42388474976290363,1,0.32292272340384215,0.50388606280427406,1,0.36988094784402631,0.48013018175068017,0,0.19125896245035712,0.29031048383720126,1,0.36988094784402631,3,0.32991455345437587,1,0.32292272340384215,1,0.31631978673876959,0,0.19125896245035712,1
2435__European_10__Plan_11,0.6,0.38932871142040021,0.42533223549221977,0.41116052638123468,1,0.0097744610983413124,0.1198479054737102,1,0.19256457991767112,0.34510174917708042,1,0.31631978673876959,0.42388474976290363,0,0.35046375566883575,0.68366481886037533,0,0.46306487807271679,0.51724223115644707,0,0.46306487807271679,0,0.35046375566883575,1,0.31631978673876959,1,0.19256457991767112,1,0.0097744610983413124,0
231__crops_22__proper_20,0.6,0.46555177884424315,0.47884798714887672,0.1248357086627329,2,0.19125896245035712,0.29031048383720126,1,0.32991455345437587,0.44625018163309388,0,0.31631978673876959,0.42388474976290363,0,0.32292272340384215,0.50388606280427406,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.32991455345437587,0,0.32292272340384215,0,0.31631978673876959,2,0.19125896245035712,0
7725__magnetic_5__field_6,0.6,0.67143229872124011,0.6144618325641743,0.30846345720927942,1,0.3042946828822814,0.47892390824276232,1,0.31258802590017998,0.31258802590017998,1,0.31631978673876959,0.42388474976290363,0,0.19256457991767112,0.34510174917708042,0,0.26410126616238655,0.41748721141828848,1,0.31631978673876959,1,0.31258802590017998,1,0.3042946828822814,0,0.26410126616238655,0,0.19256457991767112,1
415__regime_7__makes_24,0.8,0.43549177687547802,0.23248134048275812,0.12203074635855428,2,0.016463113825723408,0.016463113825723408,2,0.18181703036190125,0.18181703036190125,0,0.13707530118181802,0.55618651039326206,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.31114667854926403,0,0.26410126616238655,2,0.18181703036190125,0,0.13707530118181802,2,0.016463113825723408,1
3297__analogy_2__found_4,0.8,0.77490749656066749,0.7712066355660373,0.40708976981778738,2,0.26410126616238655,0.41748721141828848,1,0.19256457991767112,0.34510174917708042,1,0.43784752846174901,0.6445823309769253,0,0.28433193371019749,0.53492269749055232,0,0.31631978673876959,0.42388474976290363,1,0.43784752846174901,0,0.31631978673876959,0,0.28433193371019749,2,0.26410126616238655,1,0.19256457991767112,1
7621__usually_4__assign_5,1.2,0.86390800531215528,0.93159892786959819,0.09220867229416356,2,-0.080026753713099419,-0.080026753713099419,2,0.19256457991767112,0.34510174917708042,1,0.13707530118181802,0.55618651039326206,1,0.31631978673876959,0.42388474976290363,0,0.21941776691706522,0.37596043085676495,1,0.31631978673876959,0,0.21941776691706522,2,0.19256457991767112,1,0.13707530118181802,2,-0.080026753713099419,0
5934__bit_9__nose_7,0.6,0.33580274663570719,0.5551339423641718,0.30235951537973282,3,0.12828042081860752,0.37025947968628925,0,0.11271721830746059,0.3836854130985885,0,0.22248662685730117,0.34175337130065997,0,0.31114667854926403,0.53381868138795585,0,0.37140275028200254,0.37140275028200254,0,0.37140275028200254,0,0.31114667854926403,0,0.22248662685730117,3,0.12828042081860752,0,0.11271721830746059,0
3061__scheme_6__unqualified_11,1.0,1.0100398705085241,1.0120785895604352,0.1076809275921127,2,0.32991455345437587,0.44625018163309388,1,0.19125896245035712,0.29031048383720126,1,0.21228990861275651,0.21228990861275651,1,0.3042946828822814,0.47892390824276232,0,0.31631978673876959,0.42388474976290363,2,0.32991455345437587,0,0.31631978673876959,1,0.3042946828822814,1,0.21228990861275651,1,0.19125896245035712,0
5892__tin_28__blast_25,1.2,1.0417435905438441,1.1082769443822225,0.023421072591265291,3,0.063946127521113019,0.063946127521113019,3,0.26410126616238655,0.41748721141828848,0,0.085678705060346638,0.085678705060346638,0,0.2146608446415654,0.3121973438933367,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,3,0.26410126616238655,0,0.2146608446415654,0,0.085678705060346638,3,0.063946127521113019,0
7724__electric_12__fields_13,0.8,0.87818681494155715,0.80035462730874074,0.48667662586259053,1,0.19256457991767112,0.34510174917708042,1,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,1,0.50899366797573387,0.67809915096908768,0,0.18339841498136245,0.48043565055296494,1,0.50899366797573387,1,0.31631978673876959,1,0.3042946828822814,1,0.19256457991767112,0,0.18339841498136245,1
7953__specialist_7__blows_10,1.4,1.6825365304523814,1.8140424593516373,0.41803901575670249,3,0.39781289950356152,0.68083031009651807,2,0.26410126616238655,0.41748721141828848,2,0.45588224747225409,0.68083031009651807,0,0.13619720578466407,0.023872931670766817,0,0.31114667854926403,0.53381868138795585,2,0.45588224747225409,3,0.39781289950356152,0,0.31114667854926403,2,0.26410126616238655,0,0.13619720578466407,0
1412__sound_16__running_20,1.2,1.2102858020991143,1.269952953504508,0.30846345720927942,3,0.3042946828822814,0.47892390824276232,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,1,0.31258802590017998,0.31258802590017998,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,1,0.31258802590017998,3,0.3042946828822814,1,0.26410126616238655,1,0.19256457991767112,1
7737__[formula_6__field_3,0.4,0.26570278628144239,0.53730819943693831,0.23810435929949855,2,0.14136161161509794,0.37144125890414881,0,0.15516244568554596,0.00076707456600455526,0,0.19256457991767112,0.34510174917708042,0,0.20549357694720016,0.2958143259563748,0,0.36947596597989285,0.36947596597989285,0,0.36947596597989285,0,0.20549357694720016,0,0.19256457991767112,0,0.15516244568554596,2,0.14136161161509794,0
7758__refused_25__ruggedly_24,2.6,2.5391485164243708,2.5361415535318654,0.44773271388600872,3,0.26410126616238655,0.41748721141828848,3,0.31631978673876959,0.42388474976290363,3,0.32991455345437587,0.44625018163309388,2,0.38209344459802486,0.60165683759618727,2,0.39604004174259089,0.51236688033655531,2,0.39604004174259089,2,0.38209344459802486,3,0.32991455345437587,3,0.31631978673876959,3,0.26410126616238655,3
58__balance_7__power_9,1.6,1.4776380514664218,1.1845109137793501,0.074047901476029465,3,0.066072019027979073,-0.10275013278575254,2,0.31631978673876959,0.42388474976290363,1,0.099862150329496635,0.099862150329496635,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,1,0.26410126616238655,1,0.19256457991767112,1,0.099862150329496635,3,0.066072019027979073,1
7937__anguish_20__impression_18,2.6,2.4864299721521479,2.6583900739504731,0.5092825580613779,3,0.26410126616238655,0.41748721141828848,3,0.31631978673876959,0.42388474976290363,3,0.32991455345437587,0.44625018163309388,3,0.43316752880829851,0.47918312366446753,1,0.46418799100287478,0.36394225092530647,1,0.46418799100287478,3,0.43316752880829851,3,0.32991455345437587,3,0.31631978673876959,3,0.26410126616238655,3
3270__probably_6__obtained_7,0.8,0.77697802157668616,0.70110337169519887,0.27063272265653537,2,0.19256457991767112,0.34510174917708042,1,0.31631978673876959,0.42388474976290363,1,0.32673838099624686,0.32673838099624686,0,0.18339841498136245,0.48043565055296494,0,0.3042946828822814,0.47892390824276232,1,0.32673838099624686,1,0.31631978673876959,0,0.3042946828822814,2,0.19256457991767112,0,0.18339841498136245,0
1825__slowing_13__provoke_24,0.2,0.11772046695209144,0.12617319728690937,0.20220015790122586,1,0.13926075667226578,0.17093208148194644,0,0.19652832238991985,0.12902020348726456,0,0.23298199375312098,0.21074874075464342,0,0.23358479000082155,0.13010853681636395,0,0.38062242700785426,0.7139320557866784,0,0.38062242700785426,0,0.23358479000082155,0,0.23298199375312098,0,0.19652832238991985,1,0.13926075667226578,0
7937__straight_23__aiming_22,1.0,1.241812855965692,1.0869620343175088,0.19097356862314158,2,0.36988094784402631,0.48013018175068017,1,0.19256457991767112,0.34510174917708042,1,0.20549357694720016,0.2958143259563748,1,0.31631978673876959,0.42388474976290363,0,0.086722575128378318,0.31811583810244842,2,0.36988094784402631,1,0.31631978673876959,1,0.20549357694720016,1,0.19256457991767112,0,0.086722575128378318,0
7631__solution_5__[formula]_12,0.4,0.13170109852952985,0.22479921041468964,0.2163350400694822,1,-0.18180772224896719,-0.053681666779438461,1,0.32991455345437587,0.44625018163309388,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.39604004174259089,0.51236688033655531,0,0.39604004174259089,1,0.32991455345437587,0,0.31631978673876959,0,0.26410126616238655,1,-0.18180772224896719,1
7636__wire_15__constant_12,0.6,0.45275535720664856,0.6780596576014063,0.40752034974617907,2,0.19256457991767112,0.34510174917708042,1,0.14136161161509794,0.37144125890414881,0,0.15516244568554596,0.00076707456600455526,0,0.3042946828822814,0.47892390824276232,0,0.36947596597989285,0.36947596597989285,0,0.36947596597989285,0,0.3042946828822814,2,0.19256457991767112,0,0.15516244568554596,1,0.14136161161509794,0
3250__measure_21__stride_23,1.0,1.1507127921877298,1.051375264108565,0.28772824902423993,2,0.26410126616238655,0.41748721141828848,1,0.20549357694720016,0.2958143259563748,1,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,0,0.086722575128378318,0.31811583810244842,1,0.31631978673876959,1,0.3042946828822814,2,0.26410126616238655,1,0.20549357694720016,0,0.086722575128378318,1
